,_id,some_id,username,post_type,display_url,is_video,edge_media_to_caption,edge_media_to_comment,taken_at_timestamp,edge_liked_by,edge_media_to_tagged_users,video_view_count,,mentions,hashtags
10,6379e0efb43196501e9df486,6375d5f76cbf1b635cd3a401,huinileee,GraphSidecar,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/311878022_3285216385069968_473063492542445664_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=0mqEdW1G4lMAX-Q-pUD&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfA5rAZW6smoamcnmJTyS0PqlS9bhWZSSO0tF6Irsr7I5w&oe=6372295B&_nc_sid=7bff83,FALSE,Would you look at this amazing weekend?,109,1666097255,18655,['dayawayofficial'],35220,,['dayawayofficial'],[]
11,6379e0efb43196501e9df487,6375d5f76cbf1b635cd3a402,huinileee,GraphSidecar,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/311091175_1468017197039815_5617012088801883504_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Tn2lLI_qjL4AX8dtnpw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAtaw-gz8q1Hm7c8TlPGv_sa_P3Thwwqr_ncpWWL9quvw&oe=637366EF&_nc_sid=7bff83,FALSE,"Sometimes, certain places and people are only good for a little while. Sometimes, they keep us small without meaning to. Sometimes, the flowers outgrow the greenhouse, and it's a beautiful thing 🌻",15,1665483432,3636,[],0,,[],[]
12,6379e0efb43196501e9df488,6375d5f76cbf1b635cd3a403,huinileee,GraphSidecar,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/310974924_164199249546869_3454132198817233856_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=xZ898-1XqOYAX_VKRu2&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfD2_pigj4uMLouV1kyYJ8ZZHSFZ9qw05Lg4rVJBU6sN9w&oe=63724D18&_nc_sid=7bff83,FALSE,"A joy that’s shared is a joy made double! 👯‍♀️

Can we all agree that at some point in our lives, a stay-in night to lounge beats a night out in town? For tonight, I’m sharing some skincare goodness that I’ve been enjoying recently with my dear friend. 💆🏽‍♀️

We are using the su:m37° Secret Essence Kit which is a three-step mask kit that includes the Secret Essence Mask, Secret Double Concentrate and Secret Cream - all in one! I love that it’s so convenient to carry. Definitely bringing this along all my travels from now on. 
Say hello to radiant and firm skin on-the-go!

#SUMSociety @sum37.sg #SUM37_Secret",10,1665042019,3658,['sum37.sg'],0,,['sum37.sg'],"['SUMSociety', 'SUM37_Secret']"
13,6379e0efb43196501e9df489,6375d5f76cbf1b635cd3a404,chankimberly,GraphVideo,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/131228326_2442594322716666_3119099584285301506_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=nOZlcIvG4W4AX9t-_pb&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfBQViCRUN32s2KJpnjVkf8UdtLo_X48g3NIg16G_bkEzg&oe=636F38E5&_nc_sid=7bff83,TRUE,"In the spirit of Christmas, I’m doing a Christmas-themed nail art with @novitalam. We chose from @nodspark’s Christmas Collection and did our nails while having a nice warm cup of @official.ms.kinny dark cocoa!

This carb blocker from ms.kinny helps to prolong fullness, regulate hormones and blood sugar levels. Aside from being a yummy drink, it also helps to avoid fats absorption and blocks enzymes needed to digest complex carbs. 

They’ve got new festive flavours too! Check out their latest Salted Caramel Macchiato and Cinnamon Bun Latte if you’re keen.

My code <CHANKIMBERLY> gets you $5 off your orders on www.mskinnyco.com 💙

Edited by @moonsglowslow 🌜

#mskinny
#mskinnysg
#WellnessInACup
#KINBoard
@accesscoms",8,1608114995,380,[],14249,,"['nodsparks', 'official.ms.kinny', 'moonsglowslow', 'accesscoms', 'novitalam.']","['mskinny', 'mskinnysg', 'WellnessInACup', 'KINBoard']"
14,6379e0efb43196501e9df48a,6375d5f76cbf1b635cd3a405,chankimberly,GraphVideo,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/121998312_3474666102622092_5173611544947731167_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=0N3_STPlNHkAX-5PM6O&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfCRCfq7olRLiTPI_IkmZebNMACNvOx35ybfNKhC9-Losg&oe=636FB540&_nc_sid=7bff83,TRUE,"So proud to be part of the F45 FAM; couldn't be more excited to have done this with the team! Every session gets me pumped up and wanting to workout again (crazy, I know, but really) ⚡

This ENTIRE community edition was written and created by the team and members, down to the lyrics, rap and music.

AND we need your votes! This was made for a F45 TRAINING WORLDWIDE competition and we need your help to win. Link is on my bio — you know what to do 😉

@f45training_orchard
@f45training_hollandvillage
@f45training_novena",3,1603192545,306,[],15192,,"['f45training_orchard', 'f45training_novena', 'f45training_hollandvillage']",[]
15,6379e0efb43196501e9df48b,6375d5f76cbf1b635cd3a406,chankimberly,GraphSidecar,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/314907806_146043671509209_4520257396128470982_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Nw8WHTjHLbIAX-YJt6F&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfCX8U_diVdOhtcaGICwyPlVDRsv7GmdkqbL00BwEx8HHA&oe=6372DA56&_nc_sid=7bff83,FALSE,"Christmas is coming! I've many green fits (oops haha) but this one's definitely my Christmas pick this year 💚🎄✨

Use <KC35> for 35% off STOREWIDE + free shipping! I'm eyeing some pieces from their winter catalogue - they look way too snugly to say no 🙈",21,1668074624,2933,"['silkmaison', 'ourdailyavenue', 'saltandpeps']",0,,"['silkmaison', 'ourdailyavenue', 'saltandpeps']",[]
16,6379e0efb43196501e9df48c,6375d5f76cbf1b635cd3a407,chankimberly,GraphSidecar,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/314654652_139344575542294_4030121043947361691_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=glF9c6SWzrwAX-ltS2j&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDp-RNfDn2UhAObB6P_4se4sLxutA1_nGFCE17D0bDQTg&oe=6373382E&_nc_sid=7bff83,FALSE,"The festive season is around the corner (yippee!) – my favourite time of the year hehe 🥳🎄🎁✨

And what better time to start shopping with @byinviteonlystore's biggest sale of the year! Head over to their link in bio to shop 🤍

On me:
● Clara Cubic Necklace
● 925 Silver Bar Necklace
● Mavis Huggies (Small)",7,1667988098,917,"['byinviteonlystore', 'waltertan', 'assemblyclan']",0,,"['byinviteonlystore', 'byinviteonlystores', 'waltertan', 'assemblyclan']",[]
17,6379e0efb43196501e9df48d,6375d5f76cbf1b635cd3a408,chankimberly,GraphVideo,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/314753792_642877154185796_6187531746963799925_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=g--R7v2CwsMAX9X83rO&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAcV6i4A5ZeT3ZjL2XxMbhF5ns982SrXiaxrDY5sbRJtg&oe=636F48A0&_nc_sid=7bff83,TRUE,"Anyone else holidaying soon? 🙋🏻

Prepping for travel can be a hassle but @trip.com_sg makes it easy. Just like that, I can settle all things at once! 🥺✨

Download Trip.com app now and search ""99JustLikeThat"" in the app to get S$99 discount for your next trip! Limited offers every Thursday 12am.

 #MyTripJustLikeThat

Video by @mttychng 🔥",12,1667903857,1346,['trip.com_sg'],7748,,"['mttychng', 'trip.com_sg']",['MyTripJustLikeThat']
18,6379e0efb43196501e9df48e,6375d5f76cbf1b635cd3a409,chankimberly,GraphVideo,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/314425227_910618173241594_7833706122056034567_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=a1gSKUgrSMMAX8hc7nn&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDUvuXMrHL4vOQstR-aUioOtbAerHLXbTzp1zYU8h4DcQ&oe=636F7905&_nc_sid=7bff83,TRUE,"How I decide on what to wear for #ZALORAFashionFestival 🤭 To many fits to choose from @trendyol - I'll link them in my stories! 🤍

Major credits to @shannontaylortw for being a 10/10 hype gurl and her mad effort helping me with this 😚

#ZALORA1111 #ZALORABiggestFashionSe #zaloraxtrendyol #trendyolcollection #zalora #trendyol #ZALORAGetTheLook",35,1667817664,1309,"['trendyol', 'zalora']",20465,,"['zalora', 'shannontaylortw', 'trendyol']","['ZALORAFashionFestival', 'ZALORA1111', 'ZALORABiggestFashionSe', 'zaloraxtrendyol', 'trendyolcollection', 'zalora', 'trendyol', 'ZALORAGetTheLook']"
19,6379e0efb43196501e9df48f,6375d5f76cbf1b635cd3a40a,chankimberly,GraphVideo,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/314471617_823104862350152_9027577568624065893_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=6DG9iIbSKoEAX8Ii0pl&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfATI4AfSJPy7BXvAVkYgLT0YqS0VS8n5rPvwjMLeW_08g&oe=636FBC81&_nc_sid=7bff83,TRUE,"Made it to @zalora Fashion Festival this weekend in Kuala Lumpur! Sharing more fits in the coming days✨

Fully decked in @trendyol - here's your sign to check their fits out 😍

#ZALORAFashionFestival #ZALORA1111 #ZALORABiggestFashionSe #zaloraxtrendyol #trendyolcollection #zalora #trendyol #ZALORAGetTheLook",20,1667744339,2873,"['trendyol', 'zalora']",34382,,"['zalora', 'trendyol']","['ZALORAFashionFestival', 'ZALORA1111', 'ZALORABiggestFashionSe', 'zaloraxtrendyol', 'trendyolcollection', 'zalora', 'trendyol', 'ZALORAGetTheLook']"
20,6379e0efb43196501e9df490,6375d5f76cbf1b635cd3a40b,chankimberly,GraphVideo,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/314501293_430079572652207_317352627793944516_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=O2we7Ws1xdEAX8Ls4GE&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDWVSBs0d-M-Q5xhUYZq-mM911ptbJFQsq1lR9EBG2WPw&oe=636FDCC2&_nc_sid=7bff83,TRUE,"We woke up like this😋✨ 
.
Wearing @trendyol @zalora 💕",14,1667652839,1970,"['trendyol', 'zalora', 'chankimberly']",24649,,"['zalora', 'chankimberly', 'trendyol']",[]
21,6379e0efb43196501e9df491,6375d5f76cbf1b635cd3a40c,chankimberly,GraphImage,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/313741000_656533872787577_1025174960456455897_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=NmLSxJhSiH8AX9Rr8rO&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfBbn0zVZfE5fFb_UsVs9Yzww72YN4fXIoVf_Nmo4iJGVQ&oe=6372B522&_nc_sid=7bff83,FALSE,"Playing with @nothing latest drop - the Ear(stick). Feather-light with a comfortable half in-ear design, this custom designed dynamic driver also has anti-bass leakage tech for great sound⚡

#NothingEarStick #EarStick #NothingSingapore",7,1667535329,938,"['nothing', 'waltertan', 'eratech.sg']",0,,"['eratech.sg', 'waltertan', 'nothing']","['NothingEarStick', 'EarStick', 'NothingSingapore']"
22,6379e0efb43196501e9df492,6375d5f76cbf1b635cd3a40d,chankimberly,GraphVideo,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/313525321_119368044293124_8980538220192168189_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=hpwXQkuv2scAX9ZdZv-&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAuB726_5F5_n-7DHxpJin3xuA5SzpjRNzcNTVVKC69bg&oe=636F5D25&_nc_sid=7bff83,TRUE,Omakase love 🤍🍣🥢🍰,5,1667400840,615,['sushiyujo.sg'],6248,,['sushiyujo.sg'],[]
23,6379e0efb43196501e9df493,6375d5f76cbf1b635cd3a40e,chankimberly,GraphSidecar,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/313324368_561618692435382_1497156929009569498_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=bso83hZyPmAAX-2jsh0&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfCl8F1vRZnI3E4tt1EaEmCbkos0AUSwtn8NLbCXhZzmag&oe=637289C5&_nc_sid=7bff83,FALSE,"DRMCHSR ● thankful to have been a part of this @danieltamago proud of u! To more big dreams, and making them reality 🚀

Also HMU by meeee I'm so happi it turned out good 🤭
Photographed by @jaion.t ⚡",36,1667312619,3024,"['xtremelychrispy', 'drmchsr', 'jaion.t']",0,,"['drmchsr', 'jaion.t', 'danieltamago', 'xtremelychrispy']",[]
24,6379e0efb43196501e9df494,6375d5f76cbf1b635cd3a40f,chankimberly,GraphImage,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/313476134_170912792198937_9179002673884046213_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=WokybuNfL2sAX8wVALQ&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDHNBzJFLDVt30I_vbiD6fmnde186zXnfoQRyUH-l-k9w&oe=6372A5F8&_nc_sid=7bff83,FALSE,💛🌞 good days ahead~,7,1667115345,1467,"['newlook', 'beyondthevines', 'thepaperbunny']",0,,"['beyondthevines', 'thepaperbunny', 'newlook']",[]
25,6379e0efb43196501e9df495,6375d5f76cbf1b635cd3a410,chankimberly,GraphSidecar,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/312385584_459671762813113_3810421432991844966_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Re85L5YoZegAX9XGljU&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfA_g7AEFJ88sKQug3Bks6lR0H7HwbUEr_6i3zeUcPPnrg&oe=6372D7A3&_nc_sid=7bff83,FALSE,"Another year round the sun 🌞 — here's to 28! ✨

Also super love my birthday dress this year from @silkmaison, sharing the love with you guys: KC25 gets you 25% off sitewide + free shipping till end Oct 🤍",116,1666588528,7956,"['charleskeithofficial', 'silkmaison', 'saltandpeps', 'impulse.collective']",0,,"['silkmaison', 'impulse.collective', 'saltandpeps', 'charleskeithofficial']",[]
26,6379e0efb43196501e9df496,6375d5f76cbf1b635cd3a411,chankimberly,GraphSidecar,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/312485302_822599035557737_7617108887524861634_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=rugsG6Le8zsAX9KNCti&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAy-pU4qxidmIT7fRPvatxI45XoZLXquoD__bMs98FpiQ&oe=63726A0B&_nc_sid=7bff83,FALSE,"Sundays in sage — love pieces that I get to dress up or down for any occasion! ✨

ft. Louisa Jumpsuit, @from.thereon",14,1666506840,2991,"['charleskeithofficial', 'from.thereon', 'impulse.collective']",0,,"['impulse.collective', 'from.thereon', 'charleskeithofficial']",[]
